,Title,Worldwide,Domestic,Foreign,Year
12504,The Wicker Man 2013 Re-release,"$60,891","$60,891",-,2013
12505,It's a Disaster,"$60,818","$60,818",-,2013
12506,Sweet Dreams,"$59,403","$59,403",-,2013
12507,The Trials of Muhammad Ali,"$59,081","$59,081",-,2013
12508,Faust,"$58,132","$58,132",-,2013
12509,Terms and Conditions May Apply,"$55,824","$55,824",-,2013
12510,C.O.G.,"$55,301","$55,301",-,2013
12511,Le joli mai,"$55,038","$55,038",-,2013
12512,Line of Duty,"$54,204","$54,204",-,2013
12513,Rising from Ashes,"$53,804","$38,602","$15,202",2013
12514,Leonie 2013 Re-release,"$53,692","$53,692",-,2013
12515,Going Attractions: The Definitive Story of the American Drive-in Movie,"$52,458","$52,458",-,2013
12516,Venus and Serena,"$51,271","$51,271",-,2013
12517,God Loves Uganda,"$51,229","$51,229",-,2013
12518,The Citizen,"$48,767","$24,296","$24,471",2013
12519,Un Flic,"$48,040","$48,040",-,2013
12520,GMO OMG,"$47,558","$47,558",-,2013
12521,American Made Movie,"$45,175","$45,175",-,2013
12522,Contempt 2013 Re-release,"$43,763","$43,763",-,2013
12523,Mauvais Sang 2013 Re-release,"$43,758","$35,176","$8,582",2013
12524,Andre Gregory: Before and After Dinner,"$42,892","$42,892",-,2013
12525,Holla II,"$41,537","$41,537",-,2013
12526,Language of a Broken Heart,"$40,645","$40,645",-,2013
12527,Mercedes Sosa: The Voice of Latin America,"$40,643","$2,648","$37,995",2013
12528,CBGB,"$40,400","$40,400",-,2013
12529,The Short Game,"$39,819","$39,819",-,2013
12530,Plot for Peace,"$39,811","$7,051","$32,760",2013
12531,How to Make Money Selling Drugs,"$39,192","$39,192",-,2013
12532,I Used to Be Darker,"$38,974","$22,214","$16,760",2013
12533,Herb & Dorothy 50X50,"$38,933","$38,933",-,2013
12534,Policeman,"$38,263","$11,263","$27,000",2013
12535,Russian Ark 2013 Re-release,"$37,984","$37,984",-,2013
12536,Mumia: Long Distance Revolutionary,"$37,731","$37,731",-,2013
12537,Big Sur,"$37,466","$37,466",-,2013
12538,Savannah,"$37,240","$37,240",-,2013
12539,The Servant,"$36,463","$36,463",-,2013
12540,Touchy Feely,"$36,128","$36,128",-,2013
12541,Far Out Isn't Far Enough: The Tomi Ungerer Story,"$35,647","$35,647",-,2013
12542,M 2013 Re-release,"$35,566","$35,566",-,2013
12543,Underdogs,"$35,271","$35,271",-,2013
12544,The Girl,"$35,048","$35,048",-,2013
12545,Just Like a Woman,"$34,206","$11,403","$22,803",2013
12546,Bert Stern: Original Madman,"$34,005","$34,005",-,2013
12547,Running from Crazy,"$33,300","$33,300",-,2013
12548,Dislecksia: The Movie,"$33,066","$33,066",-,2013
12549,At Berkeley,"$31,736","$31,736",-,2013
12550,Beyond the Farthest Star,"$31,433","$31,433",-,2013
12551,These Birds Walk,"$30,408","$30,408",-,2013
12552,Long Shot: The Kevin Laue Story 2013 Re-release,"$29,863","$29,863",-,2013
12553,A Fierce Green Fire,"$29,817","$29,817",-,2013
12554,Dead Man's Burden,"$29,634","$29,634",-,2013
12555,Little Fugitive 2013 Re-release,"$29,505","$29,505",-,2013
12556,Cousin Jules,"$29,337","$29,337",-,2013
12557,Fire in the Blood,"$28,994","$28,994",-,2013
12558,Plush,"$28,864","$3,080","$25,784",2013
12559,Struck by Lightning,"$28,378","$28,378",-,2013
12560,Simon Killer,"$27,740","$27,740",-,2013
12561,Broadway Idiot,"$27,595","$27,595",-,2013
12562,Tiger Eyes,"$27,160","$27,160",-,2013
12563,The Power of Few,"$25,000","$25,000",-,2013
12564,Cold Comes the Night,"$24,732","$16,971","$7,761",2013
12565,Graceland,"$24,529","$24,529",-,2013
12566,Le Petit Soldat,"$24,296","$24,296",-,2013
12567,Harry Dean Stanton: Partly Fiction,"$23,959","$23,959",-,2013
12568,Dear Mr. Watterson,"$23,899","$23,899",-,2013
12569,Greenwich Village: Music That Defined a Generation,"$23,701","$23,701",-,2013
12570,Casting By,"$22,497","$18,164","$4,333",2013
12571,Murder Eleven,"$22,107","$22,107",-,2013
12572,The ABCs of Death,"$21,832","$21,832",-,2013
12573,Viola,"$21,818","$21,818",-,2013
12574,Évocateur: The Morton Downey Jr. Movie,"$21,652","$21,652",-,2013
12575,Tio Papi,"$21,316","$21,316",-,2013
12576,The Ghosts in Our Machine,"$20,709","$20,709",-,2013
12577,Our Nixon,"$20,584","$20,584",-,2013
12578,Wedding Palace,"$19,908","$19,908",-,2013
12579,Bad Milo,"$19,613","$19,613",-,2013
12580,Whensday,"$19,463","$19,463",-,2013
12581,Smash & Grab: The Story of the Pink Panthers,"$18,938","$18,938",-,2013
12582,Nostalgia,"$18,846","$18,846",-,2013
12583,The Sorcerer and the White Snake 2013 Re-release,"$18,759","$18,759",-,2013
12584,A Single Shot,"$18,642","$18,642",-,2013
12585,La Camioneta: The Journey of One American School Bus,"$18,558","$18,558",-,2013
12586,Let My People Go!,"$18,529","$18,529",-,2013
12587,Four Bags Full,"$18,297","$18,297",-,2013
12588,Torn,"$18,202","$18,202",-,2013
12589,Jamel Shabazz Street Photographer,"$17,992","$17,992",-,2013
12590,Dealin' with Idiots,"$17,909","$17,909",-,2013
12591,David,"$17,828",-,"$17,828",2013
12592,The History of Future Folk,"$17,646","$17,646",-,2013
12593,Le Pont du Nord,"$17,110","$17,110",-,2013
12594,Night Across the Street,"$16,778","$16,778",-,2013
12595,Design Is One: The Vignellis,"$16,386","$16,386",-,2013
12596,Out of the Clear Blue Sky,"$16,050","$16,050",-,2013
12597,I Declare War,"$14,928","$14,928",-,2013
12598,La Maison de la radio,"$14,905","$8,095","$6,810",2013
12599,Kiss of the Damned,"$14,752","$14,752",-,2013
12600,The Unbelievers,"$14,400","$14,400",-,2013
12601,Justice Is Mind,"$14,360","$14,360",-,2013
12602,A Perfect Man,"$14,147","$7,117","$7,030",2013
12603,Il Futuro,"$14,001","$14,001",-,2013
12604,This Is Martin Bonner,"$13,888","$13,888",-,2013
12605,Dorfman in Love,"$13,737","$13,737",-,2013
12606,A Green Story,"$12,901","$12,901",-,2013
12607,Breakdance Academy 2013 Re-release,"$12,708","$12,708",-,2013
12608,Greetings from Tim Buckley,"$12,155","$11,157",$998,2013
12609,Shahid,"$12,153","$12,153",-,2013
12610,36 Saints,"$11,640","$11,640",-,2013
12611,Midget Zombie Takeover,"$11,006","$11,006",-,2013
12612,A Resurrection,"$10,730","$10,730",-,2013
12613,Made in Cleveland,"$10,681","$10,681",-,2013
12614,American Meat,"$10,650","$10,650",-,2013
12615,Caucus,"$10,645","$10,645",-,2013
12616,Evil Intent,"$10,454","$10,454",-,2013
12617,Shanghai Calling,"$10,400","$10,400",-,2013
12618,Elemental,"$10,358","$10,358",-,2013
12619,Shepard & Dark,"$10,278","$10,278",-,2013
12620,Tip Top,"$10,201","$6,050","$4,151",2013
12621,Pawn Shop Chronicles,"$10,080","$8,088","$1,992",2013
12622,Informant,"$10,068","$10,068",-,2013
12623,Birth of the Living Dead,"$9,802","$9,802",-,2013
12624,Antoine and Antoinette,"$9,704","$9,704",-,2013
12625,Northern Lights,"$9,453","$9,453",-,2013
12626,If I Were You,"$9,432","$9,432",-,2013
12627,Zero Charisma,"$9,417","$9,417",-,2013
12628,The End of Love,"$9,342","$9,342",-,2013
12629,Looking for Maria Sanchez,"$9,338","$9,338",-,2013
12630,Better Mus' Come,"$9,318","$9,318",-,2013
12631,Ghost Team One,"$9,195","$9,195",-,2013
12632,Trouble Every Day 2013 Re-release,"$9,189","$9,189",-,2013
12633,Big Words,"$8,965","$8,965",-,2013
12634,Hell Baby,"$8,785","$8,785",-,2013
12635,The Institute,"$8,445","$8,445",-,2013
12636,Hello Herman,"$8,437","$8,437",-,2013
12637,The Happy Sad,"$8,395","$8,395",-,2013
12638,Downloaded,"$8,377","$8,377",-,2013
12639,A Teacher,"$8,348","$8,348",-,2013
12640,Aliyah,"$8,253","$8,253",-,2013
12641,Far from Vietnam,"$8,132","$8,132",-,2013
12642,And While We Were Here,"$7,750","$7,750",-,2013
12643,Girls Against Boys,"$7,529","$7,529",-,2013
12644,Desperate Acts of Magic,"$7,373","$7,373",-,2013
12645,Outside Satan,"$7,226",-,"$7,226",2013
12646,The Brass Teapot,"$6,997","$6,997",-,2013
12647,Assaulted: Civil Rights Under Fire,"$6,905","$6,905",-,2013
12648,Sal,"$6,883","$6,883",-,2013
12649,The Human Scale,"$6,878","$6,878",-,2013
12650,Breakfast with Curtis,"$6,629","$6,629",-,2013
12651,Brief Reunion,"$6,601","$6,601",-,2013
12652,Down the Shore,"$6,558","$6,558",-,2013
12653,Some Velvet Morning,"$6,420","$6,420",-,2013
12654,100 Bloody Acres,"$6,388","$6,388",-,2013
12655,Inescapable,"$6,334","$6,334",-,2013
12656,Sweetwater,"$6,147","$6,147",-,2013
12657,Guitar Innovators: John Fahey & Nels Cline,"$6,132","$6,132",-,2013
12658,Welcome to Pine Hill,"$6,115","$6,115",-,2013
12659,Rangrezz,"$6,108","$6,108",-,2013
12660,The Last Time I Saw Macao,"$6,095","$6,095",-,2013
12661,The Playroom,"$5,964","$5,964",-,2013
12662,Five Dances,"$5,788","$5,788",-,2013
12663,A Dark Truth,"$5,750","$5,750",-,2013
12664,People of a Feather,"$5,677","$5,677",-,2013
12665,Knife Fight,"$5,661","$5,661",-,2013
12666,The Time Being,"$5,274","$5,274",-,2013
12667,Bidder 70,"$5,074","$5,074",-,2013
12668,Weekend of a Champion,"$4,976","$4,100",$876,2013
12669,Futaba kara tooku hanarete,"$4,960","$4,960",-,2013
12670,Herman's House,"$4,956","$4,956",-,2013
12671,Supporting Characters,"$4,917","$4,917",-,2013
12672,Revelation Road 2: The Sea of Glass and Fire,"$4,871","$4,871",-,2013
12673,Ferlinghetti: A Rebirth of Wonder,"$4,816","$4,816",-,2013
12674,All Is Bright,"$4,556","$4,556",-,2013
12675,Here Comes the Devil,"$4,534","$4,534",-,2013
12676,Between Us,"$4,380","$4,380",-,2013
12677,The End of Time,"$4,375","$4,375",-,2013
12678,3 Geezers!,"$4,175","$4,175",-,2013
12679,Pawn,"$4,141","$4,141",-,2013
12680,Contracted,"$4,105","$4,105",-,2013
12681,Silver Circle,"$4,080","$4,080",-,2013
12682,The Kitchen,"$4,054","$4,054",-,2013
12683,Morning,"$4,029","$4,029",-,2013
12684,Approved for Adoption 2013 Re-release,"$4,015","$4,015",-,2013
12685,"High Tech, Low Life","$3,836","$3,836",-,2013
12686,The Condemned,"$3,718","$3,718",-,2013
12687,Mr. Nobody 2013 Re-release,"$3,622","$3,622",-,2013
12688,Tricked,"$3,533","$3,533",-,2013
12689,Scenic Route,"$3,434","$3,434",-,2013
12690,The Happy Poet,"$3,400","$3,400",-,2013
12691,Swerve,"$3,338","$3,338",-,2013
12692,Axe Giant: The Wrath of Paul Bunyan,"$3,287","$3,287",-,2013
12693,As Cool as I Am,"$3,234","$3,234",-,2013
12694,Drew: The Man Behind the Poster,"$3,078","$3,078",-,2013
12695,A Girl and a Gun,"$3,018","$3,018",-,2013
12696,Approaching Midnight,"$2,795","$2,795",-,2013
12697,The Lesser Blessed,"$2,732","$2,732",-,2013
12698,Sparrows Dance,"$2,602","$2,602",-,2013
12699,Last Flight of the Champion,"$2,597","$2,597",-,2013
12700,Hammer of the Gods,"$2,590",$641,"$1,949",2013
12701,Cassadaga,"$2,544","$2,544",-,2013
12702,Almost in Love,"$2,510","$2,510",-,2013
12703,The Last Day of August,"$2,492","$2,492",-,2013
12704,Men at Lunch,"$2,483","$2,483",-,2013
12705,Lotus Eaters,"$2,325","$2,325",-,2013
12706,The Happy House,"$2,311","$2,311",-,2013
12707,InSpectres,"$2,207","$2,207",-,2013
12708,Rubberneck,"$2,075","$2,075",-,2013
12709,Red Flag,"$2,075","$2,075",-,2013
12710,Best Man Down,"$1,938","$1,938",-,2013
12711,Detention of the Dead,"$1,777","$1,777",-,2013
12712,You Don't Need Feet to Dance,"$1,719","$1,719",-,2013
12713,The Package,"$1,469","$1,469",-,2013
12714,A Zombie Invasion,"$1,170","$1,170",-,2013
12715,Veer!,"$1,132","$1,132",-,2013
12716,Absence,"$1,031","$1,031",-,2013
12717,Remnants,"$1,022","$1,022",-,2013
12718,Syrup,$663,$663,-,2013
12719,Triumph of the Wall,$476,$476,-,2013
12720,Transformers: Age of Extinction,"$1,104,054,072","$245,439,076","$858,614,996",2014
12721,The Hobbit: The Battle of the Five Armies,"$956,019,788","$255,119,788","$700,900,000",2014
12722,Guardians of the Galaxy,"$772,776,600","$333,176,600","$439,600,000",2014
12723,Maleficent,"$758,410,378","$241,410,378","$517,000,000",2014
12724,The Hunger Games: Mockingjay - Part 1,"$755,356,711","$337,135,885","$418,220,826",2014
12725,X-Men: Days of Future Past,"$746,045,700","$233,921,534","$512,124,166",2014
12726,Captain America: The Winter Soldier,"$714,421,503","$259,766,572","$454,654,931",2014
12727,Dawn of the Planet of the Apes,"$710,644,566","$208,545,589","$502,098,977",2014
12728,The Amazing Spider-Man 2,"$708,982,323","$202,853,933","$506,128,390",2014
12729,Interstellar,"$677,463,813","$188,020,017","$489,443,796",2014
12730,Big Hero 6,"$657,827,828","$222,527,828","$435,300,000",2014
12731,How to Train Your Dragon 2,"$621,537,519","$177,002,924","$444,534,595",2014
12732,American Sniper,"$547,426,372","$350,126,372","$197,300,000",2014
12733,Godzilla,"$524,976,069","$200,676,069","$324,300,000",2014
12734,Rio 2,"$498,781,117","$131,538,435","$367,242,682",2014
12735,Teenage Mutant Ninja Turtles,"$485,004,754","$191,204,754","$293,800,000",2014
12736,The Lego Movie,"$468,060,692","$257,760,692","$210,300,000",2014
12737,Lucy,"$458,863,600","$126,663,600","$332,200,000",2014
12738,Penguins of Madagascar,"$373,515,621","$83,850,911","$289,664,710",2014
12739,Edge of Tomorrow,"$370,541,256","$100,206,256","$270,335,000",2014
12740,Gone Girl,"$369,330,363","$167,767,189","$201,563,174",2014
12741,Night at the Museum: Secret of the Tomb,"$363,204,635","$113,746,621","$249,458,014",2014
12742,Noah,"$359,200,044","$101,200,044","$258,000,000",2014
12743,The Maze Runner,"$348,319,861","$102,427,862","$245,891,999",2014
12744,300: Rise of an Empire,"$337,580,051","$106,580,051","$231,000,000",2014
12745,22 Jump Street,"$331,333,876","$191,719,337","$139,614,539",2014
12746,The Fault in Our Stars,"$307,166,834","$124,872,350","$182,294,484",2014
12747,Divergent,"$288,885,818","$150,947,895","$137,937,923",2014
12748,Paddington,"$282,839,394","$76,271,832","$206,567,562",2014
12749,Mr. Peabody & Sherman,"$275,698,039","$111,506,430","$164,191,609",2014
12750,Neighbors,"$270,665,134","$150,157,400","$120,507,734",2014
12751,Exodus: Gods and Kings,"$268,175,631","$65,014,513","$203,161,118",2014
12752,Annabelle,"$257,047,661","$84,273,813","$172,773,848",2014
12753,Hercules,"$244,819,862","$72,688,614","$172,131,248",2014
12754,RoboCop,"$242,688,965","$58,607,007","$184,081,958",2014
12755,The Imitation Game,"$233,555,708","$91,125,683","$142,430,025",2014
12756,Non-Stop,"$222,809,600","$92,168,600","$130,641,000",2014
12757,Dracula Untold,"$217,124,280","$56,280,355","$160,843,925",2014
12758,The Expendables 3,"$214,657,577","$39,322,544","$175,335,033",2014
12759,Into the Woods,"$212,902,372","$128,002,372","$84,900,000",2014
12760,Fury,"$211,817,906","$85,817,906","$126,000,000",2014
12761,Need for Speed,"$203,277,636","$43,577,636","$159,700,000",2014
12762,The Other Woman,"$196,710,396","$83,911,193","$112,799,203",2014
12763,The Equalizer,"$192,330,738","$101,530,738","$90,800,000",2014
12764,Breakup Buddies,"$189,017,596","$777,896","$188,239,700",2014
12765,The Grand Budapest Hotel,"$172,936,941","$59,301,324","$113,635,617",2014
12766,Dumb and Dumber To,"$169,837,010","$86,208,010","$83,629,000",2014
12767,Into the Storm,"$161,502,194","$47,602,194","$113,900,000",2014
12768,Unbroken,"$161,459,297","$115,637,895","$45,821,402",2014
12769,The Monuments Men,"$155,641,650","$78,031,620","$77,610,030",2014
12770,Ride Along,"$154,468,902","$134,938,200","$19,530,702",2014
12771,Planes: Fire & Rescue,"$146,965,787","$59,165,787","$87,800,000",2014
12772,The Taking of Tiger Mountain,"$141,654,055","$228,984","$141,425,071",2014
12773,The Admiral,"$138,342,258","$2,589,811","$135,752,447",2014
12774,Let's Be Cops,"$138,224,951","$82,390,774","$55,834,177",2014
12775,Annie,"$136,853,506","$85,911,262","$50,942,244",2014
12776,Jack Ryan: Shadow Recruit,"$135,503,748","$50,577,412","$84,926,336",2014
12777,Blended,"$127,994,610","$46,294,610","$81,700,000",2014
12778,Sex Tape,"$126,069,509","$38,543,473","$87,526,036",2014
12779,The Theory of Everything,"$123,726,688","$35,893,537","$87,833,151",2014
12780,The Nut Job,"$120,885,527","$64,251,541","$56,633,986",2014
12781,Pompeii,"$117,831,631","$23,219,748","$94,611,883",2014
12782,Seventh Son,"$114,178,613","$17,223,265","$96,955,348",2014
12783,The Purge: Anarchy,"$111,928,365","$71,962,800","$39,965,565",2014
12784,The Boxtrolls,"$108,255,770","$50,837,305","$57,418,465",2014
12785,Horrible Bosses 2,"$107,645,357","$54,445,357","$53,200,000",2014
12786,The Breakup Guru,"$106,980,263","$208,959","$106,771,304",2014
12787,Ouija,"$103,590,271","$50,856,010","$52,734,261",2014
12788,Birdman or (The Unexpected Virtue of Ignorance),"$103,215,094","$42,340,598","$60,874,496",2014
12789,Transcendence,"$103,039,258","$23,022,309","$80,016,949",2014
12790,Heaven Is for Real,"$101,332,962","$91,443,253","$9,889,709",2014
12791,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$100,654,149","$66,954,149","$33,700,000",2014
12792,Tammy,"$100,375,432","$84,525,432","$15,850,000",2014
12793,PK,"$100,370,104","$10,616,104","$89,754,000",2014
12794,The Book of Life,"$99,783,556","$50,151,543","$49,632,013",2014
12795,Ode to My Father,"$99,085,291","$2,300,121","$96,785,170",2014
12796,Cong cong na nian,"$94,244,191","$569,280","$93,674,911",2014
12797,Paranormal Activity: The Marked Ones,"$90,894,962","$32,462,372","$58,432,590",2014
12798,The Hundred-Foot Journey,"$89,514,453","$54,240,821","$35,273,632",2014
12799,Deliver Us from Evil,"$87,937,815","$30,577,122","$57,360,693",2014
12800,A Million Ways to Die in the West,"$87,189,756","$43,139,300","$44,050,456",2014
12801,Step Up All In,"$86,165,646","$14,904,384","$71,261,262",2014
12802,John Wick,"$86,013,056","$43,037,835","$42,975,221",2014
12803,The Judge,"$84,419,388","$47,119,388","$37,300,000",2014
12804,Muppets Most Wanted,"$80,383,113","$51,183,113","$29,200,000",2014
12805,If I Stay,"$78,274,843","$50,474,843","$27,800,000",2014
12806,"I, Frankenstein","$76,801,179","$19,075,290","$57,725,889",2014
12807,Crimson Peak,"$74,679,822","$31,090,320","$43,589,502",2014
12808,Brick Mansions,"$71,416,730","$20,396,829","$51,019,901",2014
12809,Son of God,"$70,829,270","$59,700,064","$11,129,206",2014
12810,Think Like a Man Too,"$70,181,428","$65,182,182","$4,999,246",2014
12811,Jersey Boys,"$67,647,013","$47,047,013","$20,600,000",2014
12812,The Giver,"$66,980,456","$45,090,374","$21,890,082",2014
12813,Selma,"$66,787,908","$52,076,908","$14,711,000",2014
12814,Beijing Love Story,"$65,842,375","$428,318","$65,414,057",2014
12815,Begin Again,"$65,312,589","$16,170,632","$49,141,957",2014
12816,Pirates,"$64,858,224","$415,775","$64,442,449",2014
12817,God's Not Dead,"$64,667,874","$60,755,732","$3,912,142",2014
12818,The Walk,"$61,181,942","$10,137,502","$51,044,440",2014
12819,A Walk Among the Tombstones,"$58,834,384","$26,307,600","$32,526,784",2014
12820,Dolphin Tale 2,"$57,824,533","$42,024,533","$15,800,000",2014
12821,St. Vincent,"$54,837,234","$44,137,712","$10,699,522",2014
12822,No Good Deed,"$54,323,210","$52,543,632","$1,779,578",2014
12823,3 Days to Kill,"$53,260,230","$30,697,999","$22,562,231",2014
12824,Wild,"$52,501,541","$37,880,356","$14,621,185",2014
12825,Magic in the Moonlight,"$51,029,361","$10,539,326","$40,490,035",2014
12826,About Last Night,"$50,445,860","$48,637,684","$1,808,176",2014
12827,Whiplash,"$48,982,041","$13,092,000","$35,890,041",2014
12828,Chef,"$48,428,048","$31,424,003","$17,004,045",2014
